12597,6722,5875,53.36191156624594,46.63808843375407
12597,6759,5838,53.655632293403194,46.34436770659681
12597,6713,5884,53.29046598396444,46.70953401603557
12597,6680,5917,53.028498848932294,46.97150115106772
12597,6683,5914,53.05231404302612,46.947685956973885
12597,6829,5768,54.21132015559261,45.788679844407405
12597,6782,5815,53.838215448122575,46.16178455187744
12598,6742,5856,53.51643117955231,46.483568820447694
12598,6677,5921,53.00047626607398,46.99952373392602
12598,6711,5887,53.270360374662644,46.729639625337356
